provider,email,telephone,website,address
KUALA LUMPUR POST SDN. BHD.,eswarankmr@gmail.com,60122225772,,"SUITE 102, 3RD FLOOR,,NO.2, WISMA RKT,JALAN RAJA ABDULLAH,OFF JALAN SULTAN ISMAIL,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-50300"
GROW AND GLOW LEARNING PLT,brenda.gnglow@gmail.com,60122210770,,
TADIKA MANDARIN LIGHTHAUS PLT,info@mandarinlighthaus.com,60182892090,,
MERCY CENTER OF HUMANITARIAN DEVELOPMENT SDN. BHD.,chd@mercy.org.my,6032276 2116,,
UM INNOVATIONS SDN. BHD.,umi.ed@um.edu.my,60109372440,,
AMVRI TRAINING & BUSINESS CONSULTANCY,amutha211272@gmail.com,60146182524,,"T2A-17-3A,,TOWER 2A, MENARA 3,,JALAN AMPANG,KUALA LUMPUR,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-50450"
DWS WEALTH PARTNERS SDN. BHD.,marcus.ten@dws2u.com,60188710533,,
BWS MERCHANTS SDN. BHD.,paradigm.wvy@gmail.com,60123390601,,
BIM EXPERT SDN. BHD.,ainzhatul@bimexpert.com.my,6.01117E+11,,"LOT 301C & 302C LORONG SELANGOR,FASA 4B,PUSAT BANDAR MELAWATI,TAMAN MELAWATI,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-53100"
SOUL INSIGHT SDN. BHD.,soulinsight.my@hotmail.com,60123439822,,
ACADEMIC 21 SDN. BHD.,ckhoo@academic21.com,60122657868,,
ACADIA EDGE SDN. BHD.,acadiaedgesb@gmail.com,60163518194,,
K SQUARED SDN. BHD.,hiong@helloksquared.com,60128255130,,
GLOBAL SUSTAINABILITY LEADERS ACADEMY SDN. BHD.,janechok@aecasia.io,60125496238,,"SUITE 13.02, LEVEL 13, CENTREPOINT SOUTH,,MID VALLEY CITY, LINGKARAN SYED PUTRA,CENTREPOINT SOUTH, MID VALLEY CITY,,LINGKARAN SYED PUTRA,MID VALLEY CITY,Kuala Lumpur,Malaysia-59200"
QUANTAFI SDN. BHD.,quantafisdnbhd@gmail.com,6.01173E+11,,
MUMTAZAH ARCHITECT,mumtazaharch@gmail.com,60341441620,,
VALLEY PSYCHOLOGICAL CENTER SDN. BHD.,valleypsych123@gmail.com,60169853039,,
SKILLVERVE EVENTS & TRAINING SDN. BHD.,contact@skill-verve.com,60129747818,,
E-CIPTA SDN. BHD.,mstcollege.edu@gmail.com,60175515869,,
PAYBOY SDN. BHD.,michelle.ting@payboy.biz,60168390303,,
PEOPLEZ CORPORATE ADVISORY PLT,peoplezcorp@gmail.com,60327796121,,
WB ASIA EVENTS SDN. BHD.,lalua@wbasia.events,60122005300,,
EZEE TECHNOSYS (M) SDN. BHD.,account@ezeetechnosys.com.my,60397796626,,
TAVIS SDN. BHD.,chaen@tavis.live,60124061513,,
EO WELLNESS SDN. BHD.,eowellness168@gmail.com,60132176876,,
CYPHERA SERVICE,MOON.NGOOI@CYPHERAHEALTH.COM,6.01116E+11,,
REN INNOVATION SDN. BHD.,ren.team@reninnovation.com,60376267777,,
BOLD ACTIVE SDN. BHD.,hazura@zhoora.co,60124819989,,
SUSTAINPACT ASIA CONSULTING SDN. BHD.,henry.lee@sustainpact.my,60109343519,,
XALTIUS ACADEMY SDN. BHD.,desmondsek@xaltius.tech,6591389813,,
RITA SYNERGY SOLUTIONS,ritasynergysolutions@gmail.com,60138928678,,
RUIZEN R.N.G. CONSULTANCY,raymond8ngsl@gmail.com,60126196010,,
DELOITTE MALAYSIA TAX SERVICES SDN. BHD.,mytaxseminar@deloitte.com,60376107993,,"LEVEL 10, MENARA LGB,NO. 1 JALAN WAN KADIR,TAMAN TUN DR. ISMAIL,KUALA LUMPUR,KUALA LUMPUR,Kuala Lumpur,Malaysia-60000"
HAYAGO TECH SDN. BHD.,zaidwaqi@hayago.tech,60196506436,,
LEYZ PROSPERITAS SDN. BHD.,mycosec@owlcorporate.com,60172789277,,
FTA WEALTH CONSULTANCY SDN. BHD.,hr@ftawealthsolutions.com,60379723163,,
CENTRY HR SDN. BHD.,hrd@centry.digital,60320278620,,
SAGES FAMILY SDN. BHD.,allyson@sages.co,60122896192,,
AKADEMI SAINS MALAYSIA,nurhanisah@akademisains.gov.my,60362030633,,
AFZ CONSULTANCY & SERVICES,afzamri@outlook.com,60122688095,,
LEADERSERVE PLT,hisham.leaderserves@gmail.com,60197107667,,
GLOBAL EXECUTIVE EDUCATION SDN. BHD.,dr.malathi@globalexedu.org,6.01112E+11,,
NGAGE ADVISORY PLT,kmleong@ngageadvisory.com.my,60162020484,,
BARU HEALTH CARE,balaes57@yahoo.com.my,60193706410,,
SKY BRIGHT ADVISORY,kahfai.low@gmail.com,60165337340,,
JM CORPORATE SERVICES,may@jmcorporate.com.my,60123246388,,
NUSAN ADVISORY SDN. BHD.,yinyin@nusan.co,60197881638,,
BIMB SECURITIES SDN. BHD.,nhidayahza@bankislam.com.my,60122416932,,
A SERIOUS AI SDN. BHD.,landis@aserious.co,60136963105,,
STELLARRISE PLT,therine@lingua-learn.my,60122028239,,
PICKLE VENTURE SDN. BHD.,kellynyam@cao.com.my,60360931795,,
SV PLUS CONSULTANCY SERVICES SDN. BHD.,svpluscs@gmail.com,60127543293,,"S-21-05,WISMA YNH KIARA 163,NO. 8, JALAN KIARA,,MONT KIARA,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-50480"
SAINOFORCE TECHNOLOGY SDN. BHD.,princeraj@sainoforce.com,60126397177,,
TOYBOX CREATIONS AND TECHNOLOGY SDN. BHD.,h.grace@toyeight.com,60173788303,,
PUSAT LATIHAN KERJAYA SDN. BHD.,info@plk.edu.my,60390542211,,
INSPIRE MARTIAL ARTS & SPORTS EDUCATION SDN. BHD.,azri.tripod@gmail.com,60122473554,,
EUROPEAN ACADEMY OF ECONOMICS AND SOCIAL SCIENCE SDN. BHD.,veejaykrshnan07@gmail.com,60126564797,,
RAJAH & TANN CYBERSECURITY (M) SDN. BHD.,INFO@RTCYBER.COM,60322731919,,
SAPOT TECH PLT,hello@sapot.app,6.01112E+11,,
THIRTY THREE ADVISORY SDN. BHD.,elaine@thirtythreeadvisory.com,60126884378,,
K PINTAR HC SDN. BHD.,enquiry@kpintar.com,60322844148,,
BOON IP ENTERPRISE,idea@boon.com.my,60327262554,,
PERFECT HEALTHCARE SDN. BHD.,jodia.perfecthc@gmail.com,60323830236,,
ARG ASIA. PLT,fatin@argasia.net,60136203095,,
THRIVERS ALLIANCE PLT,THRIVERSALLIANCE@GMAIL.COM,60129586833,,
360 WELLNESS HUB SDN. BHD.,360wellnesshub@gmail.com,60122020199,,
SMART WATER TECHNOLOGIES SDN. BHD.,juzer.swt@gmail.com,60192640801,,
PROSYS SOLUTIONS MANAGEMENT,prosys.malaysia@gmail.com,60129012263,,
QUAID GOLF SDN. BHD.,quinnliew0802@gmail.com,60172636336,,
AVENFOLD CONSULTING,ganeshalr@gmail.com,60176598790,,"B-07-21 PV13 PLATINUM LAKE CONDO,JALAN DANAU SAUJANA 1,TAMANA DANAU KOTA,SETAPAK,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-53300"
ASCENDIA PROXIMA SDN. BHD.,vdinesh@ascendiaproxima.com,60166853454,,
GO1 LEARNING (M) SDN. BHD.,tegan.oakley@go1.com,61431027904,,
MYCOMATE ADVISORY SDN. BHD.,GRAYSONCHIN@GMAIL.COM,60194511313,,
INTELLIA HOLDINGS SDN. BHD.,shamir@intellia.co,60122102377,,
KITAWORKSHUB SDN. BHD.,david.khaw@projectmaster.my,60173330518,,
CONTROL RISKS MALAYSIA SDN. BHD.,malaysia@controlrisks.com,60320549406,,
HORIZONTAL INTEGRATION MALAYSIA SDN. BHD.,shamini.v@horizontal.com,60322466090,,"LEVEL 8, TOWER 8,,AVENUE 5,THE HORIZON, BANGSAR SOUTH,NO 8 JALAN KERINCHI,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-59200"
MEDALLION CENTRE PLT,mpheny@gmail.com,60169801503,,"UNIT 6 LEVEL 4,,SUTERAMAS LUXURY CONDOMINIUM,,JALAN DUTAMAS MELATI,DUTAMAS,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-51200"
HIVEWORKS TRAINING CONSULTANCY SDN. BHD.,john@hiveworkstrainingconsultancy.com,60104060401,,
WISE WHIZZ SDN. BHD.,ourlittleonesempire@gmail.com,60167158705,,
TECH MAX TRAINING CENTRE SDN. BHD.,coe3935@gmail.com,60127263954,,
SCENTORY (M) SDN. BHD.,jeanie.lim0104@gmail.com,60123096809,,
VIRTUE EDGE,yangazura@virtueedge.com,60169074543,,
AKADEMI SENI BUDAYA DAN WARISAN KEBANGSAAN (ASWARA),nurulshazwanee@aswara.edu.my,60327786097,,
STARLIGHT ACADEMY,starlight.acdy@gmail.com,6.01111E+11,,
HUMANCAPIENT CONSULTING SDN. BHD.,hr@humancap.com.my,60139640975,,
INNOEYETIVE INTERPRISE,dr.obay@innoeyetive.com,60163224407,,
ONE PATH ENTERPRISE,onepathenterprise@gmail.com,60183159296,,
XAIR SOLUTIONS SDN. BHD.,ifa.ml@xair.com.my,60361432225,,
VL ADVANCE SKILLS ACADEMY PLT,wyneau@hotmail.com,60122382883,,
INZ ACADEMY OF CONFIDENCE SDN. BHD.,inzschool.confidence@gmail.com,60127142793,,
VIVAE TRAINING,vivae@live.com.my,60162893736,,
BURSON (M) SDN. BHD.,hayati.supatah@bursonglobal.com,60397727680,,
ACUMEN BUSINESS CONSULTING SDN. BHD.,kaiying@aaa-global.com,60182885239,,
TRAINING HOUSE RESOURCES,training.chain@gmail.com,6034050888,,
BUSINESS EVENTS COMPETENCY ADVANCEMENT HUB,ceo@businesseventscah.com,60148505981,,
GLOBAL PROFESSIONAL SOLUTIONS ADVISORY SDN. BHD.,ariel.yap@gps-my.com,60162636021,,
MANDRILL TECH SDN. BHD.,hr@mandrill.com.my,60327097754,,
SMART NEW RETAIL SDN. BHD.,joyi@smart-acc.com,60379835331,,
INTELLI AI INDUSTRIAL SDN. BHD.,grace@intelliaisb.com,60123083492,,
YOUTHOPIA SDN. BHD.,info@youthopia.co,60323022943,,
BUSINESSGEEK PLT,businessgeektraining@gmail.com,60163550030,,
E-LOCK SERVICES SDN. BHD.,compliance@elockservices.com.my,60321662981,,
MYTRAINERSHUB SDN. BHD.,admin@mytrainershub.com,60327856818,,
PERTUBUHAN PROFESIONAL TANAH MALAYSIA,general@landpertama.com.my,60327796200,,
ARCH CONSULTING SDN. BHD.,admin@archconsulting.my,60127709037,,
LINC HOLDING GROUP SDN. BHD.,f8ruzwork@gmail.com,60147939280,,
TAC ADVISORY (MALAYSIA) SDN. BHD.,yvyone.yap@tac-cl.com,60192555682,,
RAHAD TRAINING AND CONSULTANCY SDN. BHD.,rahadtnc@gmail.com,60147168943,,
SUNZI STRATEGIES RESEARCH CENTRE,mastertanson@yahoo.com,60122873350,,
STRAVIX SDN. BHD.,Stravixgroup@gmail.com,60 3 6261 1068,,
GLAMIFY THRIVE EDU GROUP SDN. BHD.,info@gte.edu.my,60182880027,,
NATIONAL AEROSPACE INDUSTRY CORPORATION MALAYSIA,sazali@naicomalaysia.my,60103662771,,
VIGSHAKRI ENTERPRISE,krishnan@vigshakri.com,60126853582,,
STUDY CIRCLE LANGUAGE CENTRE,admin@studycircle.com.my,60173355704,,
EVMI DIGITAL,phoon.yin.yi@gmail.com,60178787960,,
MC WELLNESS SDN. BHD.,foongyi@mayfairwellness.com.my,60379822633,,
A SQUARED E TRAINING & CONSULTING SDN. BHD.,rohayuahmad09@yahoo.com,60126766208,,
STORIED STAFF VENTURE,storiedstaff@gmail.com,60122308437,,
ISO SOLUTIONS PLT,tejwinder2000@yahoo.com,6013521324,,
COKEEPS SDN. BHD.,suhanna@cokeeps.com,60162057988,,
SCOUT360 SDN. BHD.,chinseng.liew@scout360.io,60103784975,,
SURE ACADEMY SDN. BHD.,info.sureacademy@gmail.com,6.01111E+11,,
NZC CONSULTING SDN. BHD.,consulting@nzchambers.com,60364204885,,
3KAL SOLUZIONS SDN BHD,arrasu@3kal.com,60125689905,,
DIDADEE SDN. BHD.,admin@didadee.com,60183669228,,
AXIS TRAINING ACADEMY SDN. BHD.,asha060869@gmail.com,60327018872,,
STARS ARCHERY SDN. BHD.,wan@starsarchery.com,60362759858,,
SAT EHS & S SERVICES,satwant.singh@satehs.com,60123881699,,
TREASURE TRAINING SDN. BHD.,alycia.tasb@gmail.com,60162087965,,
JLXPERIENCE ACADEMY SDN. BHD.,jlxperience.academy@gmail.com,60126112416,,
EDO RESOURCES,kimisawa@gmail.com,60132048678,,
PRINZ GLOBAL HEALTH SDN. BHD.,janevoon@prinzklinik.com,60123108035,,
VELO RISK MANAGEMENT & TRAINING,velorisktraining@gmail.com,6.03012E+12,,
BRIGHT FUTURE TALENT TECHNOLOGY (M) SDN. BHD.,admin@bftalent.com,60330055305,,
MONTEIRO LEWIS COMMUNICATIONS SDN. BHD.,janice@monteirolewis.com,60193769292,,
DIVERSIFIED SKILLS SDN. BHD.,diversifiedskillsco@gmail.com,60127643500,,
MVES SDN. BHD.,nadia@mves.com.my,60198134831,,"D-3-12 BLOCK D NO 60 PLAZA DAMAS,JALAN HARTAMAS 1,TAMAN SRI HARTAMAS,SRI HARTAMAS,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-50480"
LIGHTBULB LEARNING HUB,lightbulblearninghub@gmail.com,6.01132E+11,,
QI METAPHYSICS SDN. BHD.,christine@ecostarland.com,60172833023,,
UPSKILLA ACADEMY SDN. BHD.,gm.upskilla@gmail.com,60322017196,,
BDK RESOURCES,natrahazama@gmail.com,6.01112E+11,,
FUTUREX COACH CONSULTANCY,simyee.lim@gmail.com,60125332505,,
THEEKA WELLNESS AND CONSULTING SDN. BHD.,jeetacademykl@gmail.com,60176672869,,
JSTRAINING SDN. BHD.,corporate@jstraining.my,60397656034,,
BUILD BETTER LEADERS SDN. BHD.,kausern.hieu@buildingbetterleaders.co,60126121191,,
PEPPER LABS SDN. BHD.,info@pepperlabs.my,60163504840,,
AI FUTURES MANAGEMENT SDN. BHD.,myauthenticintegrity@gmail.com,60136700572,,
ZENELAND HEALTHCARE SDN. BHD.,mia@zeneland.com,60162061930,,
FOOTBALLHUB SDN. BHD.,nabihah@metahub.my,6012555088,,
NTC BUSINESS CONSULTING SDN. BHD.,tetan@ntcs.com.my,60124769608,,
GLOBAL SKILLS INTERNATIONAL SDN. BHD.,sysay@dswimacademy.com,60183190911,,
QUANTUM EVENTS ENTERPRISE,qeventsmy@gmail.com,60147429159,,
MMA LINK RESOURCES,murtadha.norman@gmail.com,60136966924,,
HERNANCRES TAX CONSULTANCY SDN. BHD.,jenny@hcres-int.com,60362419996,,
CHERAS ACADEMY SDN. BHD.,jessicatung@gmail.com,60123817783,,
KISL TECHNOLOGY CENTRE SDN. BHD.,hr@kisltech.com,60122118514,,
KLINIK DR CHONG SDN. BHD.,phoebe@drchongclinic.com,6.01139E+11,,
SAYAKITA HUMAN CAPITAL SDN. BHD.,kevin@kcn.email,60122528729,,"21-1-1 JALAN MEDAN PUTRA 3,,MEDAN PUTRA BUSINESS CENTER,BANDAR MANJALARA,,KEPONG,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-52200"
AURORA ASTROLOGY & WELLNESS ACADEMY SDN. BHD.,lbskharmony@yahoo.com,60193868570,,
KATALIST SDN. BHD.,admin@the1esg.com,6.01115E+11,,
KLS ACADEMY PLT,fiona@kls-academy.com,60178966959,,
ZS NET SOLUTION,suhaimi.bis@protonmail.com,60127723079,,
HANDSTECH SOLUTION SERVICES SDN. BHD.,info@handstech.com.my,60389990422,,"2-2-2, KUCHAI AVENUE,,JALAN KUCHAI MAJU 13,,OFF JALAN KUCHAI LAMA,,KUCHAI ENTREPRENEURS PARK,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-58200"
IMM HEALTHCARE SDN. BHD.,operations@immhealthcare.asia,60172100218,,
OMSPACE HEALING SDN. BHD.,omspacehealing@gmail.com,60379831188,,
SMS MOTORSPORT & DRIVING,smsdriving2020@gmail.com,60162285784,,
MAXSMART SDN. BHD.,support@maxsmart.com.my,60128201884,,
HH PIXELMIND SDN. BHD.,hhpixelmind@gmail.com,60198552246,,
INKLUDED SDN. BHD.,joanna@theenergysource.com.my,60173460589,,
INTERNATIONAL DIGITALISATION CERTIFIED INSTITUTE,idci@o2ofunnels.my,60389663807,,
RHAZES TELEHEALTH INTERNATIONAL SDN. BHD.,admin@rhazestelehealth.com,60133938042,,
SHARBETT SERVICES,sre_annanatassia@yahoo.com,60192290409,,
VANGUARD GROWTH PARTNERS PLT,GOHTHEANHOCK@GMAIL.COM,60166482234,,
ORBIX TECH SDN. BHD.,mac@orbixtech.my,60143235423,,
KOLEJ KEMAHIRAN TINGGI MARA MASJID TANAH,abd.rahman@mara.gov.my,6063851104,,
NAZZNCO (M) SDN. BHD.,nazznco.management@gmail.com,60127107042,,
AMAST ACADEMY SDN. BHD.,norhayati.baharom@amast.com.my,60133456345,,"MENARA BANGKOK BANK,UNIT 1-30-7 LEVEL 30,BERJAYA CENTRAL PARK,NO 105, JALAN AMPANG,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-50450"
ICHEME MALAYSIA SDN. BHD.,malaysiafinance@icheme.org,60129404822,,
ASIA TRAINER CIRCLE ACADEMY,atc@o2ofunnels.my,6.01158E+11,,
SARAH ALI CONSULTANCY & TRAINING PLT,sarahaliconsultancyntraining@gmail.com,60321165736,,
FOUR TIMES EDUCATIONAL CENTRE SDN. BHD.,secretary@interactive.edu.my,60192505607,,
MR. CLEAN SDN. BHD.,info@mrclean.my,60392825745,,
THE ONENESS GATEWAY HUB,ruyiyuen@outlook.com,60135970035,,"A-5-2 ABADI RIA,,JALAN 2/109C,,TAMAN ABADI INDAH,JALAN KLANG LAMA,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-58100"
ONE GLOBAL DISTRIBUTION (M) SDN. BHD.,support@1global-d.com,60193886469,,
SEAD RESOURCES SDN. BHD.,ccr_finance@ccrasia.net,60323869200,,
LUNASKILL ACADEMY,lunaskillacademy@outlook.com,60176720163,,
SKILLUP CONNEX HUB,skillupconnex@gmail.com,60133798011,,
CWH ADVISORY SDN. BHD.,chiehpeng@gmail.com,60166966063,,
SUPERANIUM SOLUTIONS SDN. BHD.,ashley@superanium.com,60133943505,,
ASCOTT INTERNATIONAL MANAGEMENT( MALAYSIA ) SDN. BHD.,reuben.chen@the-ascott.com,60327186868,,
BRIGHTSKILL CONSULTANCY,mimie.april@gmail.com,60122374415,,
MDI3 TRAINING AND CONSULTING PLT,mannditeh@gmail.com,60194376315,,
FURDOC HEALTHCARE SDN.BHD.,furdoc.healthcare@gmail.com,60107639434,,
CURIOUSER GLOBAL SDN. BHD.,ang@curiouser-family.com,60102321959,,
MIND SHIFT CONSULTANCY PLT,Pyanair@gmail.com,60126795982,,
BALANCE YOGA AND SOUND STUDIO,balancesoundstudio@gmail.com,60193723336,,
EKKLESIA SOLUTIONS SDN. BHD.,alexrajah@ekklesia.com.my,60123728629,,
HARVEY GILL AND ASSOCIATES,harwindar@gmail.com,60122682417,,
AD3MS CONSULTING SDN. BHD.,michelle@awake38.com,6.01117E+11,,
ANNEARDZI GLOBAL,anneardzi.global@gmail.com,60183199190,,
MINDSPARK ACADEMY,lilyveen424@gmai.com,60122362431,,
BUMI TUNGGAL RESOURCES SDN BHD,bumitunggalresources@gmail.com,60122955088,,
BUMANTARA WANGSA LEGACY,hse_arifnaufal@yahoo.com,60176205963,,
SEA QUANTUM SDN. BHD.,choong@seaquantum.ai,60122782266,,
NINEFOLD SDN. BHD.,PrincessSherina@gmail.com,60126812310,,
EPICWIN (M) SDN. BHD.,syedajees@epicwinhr.com,60136131636,,
STERLING AHEAD SDN. BHD.,hrm@latcorp.com.my,60195280855,,
DM CONNECT SDN. BHD.,dmconnectglobal@gmail.com,60126619632,,
REDVIOLET CONSULTING,jackie.lee@redvioletconsulting.com,60123717703,,
TWENTY30 DIGITAL SDN. BHD.,afiah.hafiz@twenty30digital.ai,60197001484,,
MARLIN HOLDINGS SDN. BHD.,marlinholdingsmalaysia@gmail.com,60122803282,,"UNIT 50-4-8, 4TH FLOOR,WISMA UOA DAMANSARA,NO. 50, JALAN DUNGUN,BUKIT DAMANSARA,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-50490"
DRA ASIA SDN. BHD.,abidin@draasia.co,60122854177,,
WX GEO SERVICES SDN. BHD.,office@geomaticsolutions.com,60327153097,,
A22A SDN. BHD.,auqianzheng@gmail.com,60138287151,,
SORGA INNOVATION SDN. BHD.,shareen.ghani@sorgainnovation.com,60322895059,,
RDM DESIGN SDN. BHD.,accounts@rdm.com.my,60362078878,,
TDET EDUCATION & TRAINING GROUP PLT,TDERGROUP@HOTMAIL.COM,60192401556,,
VI CONSULTING & TRAINING SOLUTIONS,shanti@viconsulting.solutionss,60122989367,,
LEGEND ENTREPRENEUR ADVISORY SDN. BHD.,teckpeilee@gmail.com,60127757366,,
SBH TECHNOLOGIES SOLUTIONS SDN. BHD.,samtsen.sbh@gmail.com,6.01127E+11,,
IRM ASIA SDN. BHD.,training@theirm.org,60127444899,,"C/O BMCC,BRITISH MALAYSIAN CHAMBER OF COMMERCE BERHAD (BMCC),NO 02-B, MENARA IQ,,LINGKARAN TRX, TUN RAZAK EX,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-55188"
METAVOLI ASIA CONSULTING SERVICES,metavoliasia@gmail.com,60129726773,,
ZNUSS GLOBAL SDN. BHD.,sharifah@znuss.com.my,60199816836,,
TW WORTHY ENTERPRISE,chui.kean.phang@gmail.com,60127880622,,
CORELIFE TRAINING AND CONSULTANCY SDN. BHD.,corelifetc@gmail.com,60127952535,,
MAZ VISION RESOURCES,info.mazvision@gmail.com,60182515899,,
LUME EDUCATION GROUP SDN. BHD.,ken@nova.edu.my,60139205895,,
PIAWAI JELAS SDN. BHD.,admin@piawaijelas.com.my,60106609609,,
DEWAN PERNIAGAAN PENDIDIKAN KUALA LUMPUR,aisartalha@gmail.com,60142250570,,
VISION TECHNOLOGY CONSULTING SDN. BHD.,waihoong@vtcholding.com,60122209862,,
ARISSA EXCELLENT SDN. BHD.,safie@arissa.com.my,60193356121,,
IMPACTPLUS CONSULTING SDN. BHD.,ridhima@impactplus.ai,6.01123E+11,,"COMMON GROUND BANGSAR SOUTH, LEVEL 1 & 2,TOWER 3, AVENUE 7,BANGSAR SOUTH CITY,BANGSAR SOUTH,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-59200"
XPLORELYST INNOVATION,xplorelystinnovation@gmail.com,60123757843,,
SENSE TRAINING MALAYSIA SDN. BHD.,SENSETRAININGMY@GMAIL.COM,60123112559,,
RESOLVE ADVISORY & SERVICES SDN. BHD.,azril.a@outlook.com,60192800321,,
WELLNESS LAND & PEOPLE SDN. BHD.,drkevinho@wellnesslandpeople.com,60122029089,,
ARIVA SKILLS SDN. BHD.,ceo@ariva.com.my,6.01162E+11,,
ADDAEM CHANDRAN IMPACT CONSULTANCY PLT,cares@addaemchandran.com,60127961268,,
PERSATUAN PERUBATAN PERIOPERATIF MALAYSIA,katijjahbe@yahoo.com,6.0111E+11,,
CIDEC CONSULTANCY,lhchin@hqcontrol.com,60379826751,,
AARORN TECHNOLOGIES SDN. BHD.,hr@aarorn.com,6.01164E+11,,
DCK MEDIA & BUSINESS CONSULTING,YEONGSARA1@GMAIL.COM,60122459661,,
AK & TK RESOURCES,malar@aktkresources.com,60178873289,,
CLICKSMART DIGITAL TECHNOLOGY SDN. BHD.,pauline.khoo@clicksmart.com.my,6.0116E+11,,
UUM LEADS SDN. BHD.,ulk.uecsb@uum.edu.my,6049284640,,
PUSAT PEMBANGUNAN KEMAHIRAN INDUSTRI & PENGURUSAN KEDAH,sitifarhana@kismec.org.my,60175298747,,
AIMST SDN BHD,muthu@aimst.edu.my,6044298000,,
KULIM ADVANCED TECHNOLOGIES SDN BHD,rohaida@ktechno.com.my,60134209753,,
RH TRAINING AND DEVELOPMENT SERVICES,rudyhizatmahmud@gmail.com,60124065321,,
FREEDOM DISCOVERY MANAGEMENT SDN BHD,myfdm@yahoo.com,60124883300,,
LEVERAGE CONSULTANTS SDN BHD,isoyeoh@gmail.com,6047717188,,
JMC JIREH MANAGEMENT CONSULTANTS (M) SDN BHD,murujmc@yahoo.com,6044104055,,
MAXIMUM CORPORATE SERVICES SDN BHD,60simontan@gmail.com,60109322367,,
SIKAP BUDAYA SDN BHD (INSTITUT WAWASAN),nadwa@iwawasan.com.my,6044913388,,
SH IMPACT PLT,stacey@shimpact.com,60164163699,,
EA ACADEMY & TRAINING,eaacademy79@gmail.com,60133377076,,
KOLEJ KOMUNITI ARAU,upb@staf.kkarau.edu.my,60193288439,,
INSTITUT KEMAHIRAN MARA BESERI,infoikmbeseri@mara.gov.my,6049384021,,
FARSAB ENTERPRISE,farsabenterprise@gmail.com,60124139011,,
NORTHERN FOOD TERRACE SDN. BHD.,northernfoodterrace@gmail.com,60124287999,,
NORTHERN SAFETECH ENGINEERING,azizabas1@gmail.com,60194182171,,
POLITEKNIK TUANKU SYED SIRAJUDDIN,ulplptss@gmail.com,6049886200,,
UNIVERSITI MALAYSIA PERLIS (UNIMAP),pdce@unimap.edu.my,6044022300,,
MEDIPULIH GROUP SDN. BHD.,custcare@klinikmedipulih.com,6063177230,,
INSTITUT BAKTI,institutbakti@gmail.com,60194176988,,
NORTHERN ERGONOMICS SOLUTIONS PLT,northernergonomicssolutions@gmail.com,60107757753,,
SMARTRIZ CONSULTING PLT,mahadev_prasad@hotmail.com,60135281328,,
SMART PROGENY RESOURCES PLT,nizam.progeny@gmail.com,60164022899,,
AL FATAH TEGUH PLT,kumukhtarkuyahya@gmail.com,60195166285,,
PUSAT LATIHAN TEKNOLOGI TINGGI (ADTEC) KULIM,cess_adteckulim@jtm.gov.my,6044042975,,
NEWTON RESEARCH & DEVELOPMENT CENTRE SDN BHD,admin@thongguan.com,6044417888,,
INSTITUT PENGURUSAN DAN INTEGRITI NEGERI KEDAH,norhafizan@inspin.gov.my,60125969596,,
DIVERSIFIED TRAINING RESOURCES PLT,dtr.training@gmail.com,6044249911,,
SAFETYHOUSE PLT,safetyhouseplt@gmail.com,60125935735,,
TERAS UNIVERSAL SDN BHD,terasuniversal@gmail.com,60195193834,,
EVERISE TECHNOLOGY SDN. BHD.,colim@e-soft.com.my,6044242230,,
WIN SYNERGY TRAINING SDN. BHD.,winsynergy@gmail.com,6047722922,,
SVE RESOURCES SDN. BHD.,sversbpg@gmail.com,60124053896,,
ULTRA VISION TRAINING PLT,padma@ultravisiontraining.com,60124095546,,
DETRAIN CONSULTANCY PLT,detrainconsultancy@gmail.com,60174802446,,
JIREH SOLUTIONS SERVICES PLT,skpg2010@gmail.com,60124865188,,
HIGH FOCUS TRAINING CONSULTANCY (M) SDN. BHD.,highfocustrainingconsultancy7@gmail.com,6034200007,,
KGS CERTIFICATION SDN. BHD.,admin@kgscert.com,6044411524,,
AKADEMI BINAAN MALAYSIA (UTARA) SDN BHD,abm.utara@gmail.com,6049242200,,
8 TRAINING ANALYST & CONSULTANT,8traininganalyst@gmail.com,60142458068,,
NIMDEV MANAGEMENT SERVICES,nimdevmanagement@gmail.com,60124206666,,
PERSATUAN PENDIDIK ILMU IKHTISAS DAN KEMAHIRAN PEKERJAAN (PIKP),ppikp2021@gmail.com,6044850915,,
RECOVERNOW PLT,koamathi58@gmail.com,60164608084,,
KOPERASI KAKITANGAN PLAK KEDAH BERHAD,plakkoperasi@gmail.com,60195251874,,
